1510555672,70.539792,17.447675,70.555797,85.097402,70.549395,40782.07922,75.962564,68.647903
1510555978,70.338118,32.369336,70.346655,49.160407,70.346655,40795.42601,75.962564,68.647903
1510556278,70.367996,39.523229,70.396806,24.890509,70.367996,40807.99512,75.962564,68.647903
1510556577,70.339185,21.258633,70.340252,26.787416,70.340252,40787.89264,75.962564,68.647903
1510556877,70.199401,69.394319,70.207938,39.864839,70.207938,40847.6853,75.962564,68.647903
1510557177,70.160987,73.978804,70.162054,38.047741,70.15992,40993.39336,75.962564,68.647903
1510557477,70.00413,68.230823,70.005197,39.548353,70.005197,41106.70165,75.962564,68.647903
1510557777,70.410678,74.828267,70.411745,38.636847,70.410678,41131.60715,75.962564,68.647903
1510558077,70.270894,23.475966,70.271961,48.984871,70.239949,41181.71656,75.962564,68.647903
1510558377,70.302905,30.283577,70.303972,32.58932,70.303972,41076.70708,75.962564,68.647903
1510558677,70.355191,22.167265,70.365862,51.354244,70.365862,41072.36172,75.962564,68.647903
1510558977,70.314643,31.540791,70.331716,62.501,70.330649,40932.27019,75.962564,68.647903
1510559278,70.26876,26.490941,70.269827,50.634428,70.266626,40902.72526,75.962564,68.647903
1510559580,70.303972,32.196871,70.305039,64.243357,70.307174,40863.45785,75.962564,68.647903
1510559942,70.1962,56.001543,70.197267,39.001069,70.197267,41035.66761,75.962564,68.647903
1510560177,70.20687,37.676651,70.207938,23.411397,70.197267,41042.33692,75.962564,68.647903
1510560478,70.267693,46.236948,70.26876,35.494869,70.26876,40299.33223,75.962564,68.647903
1510560777,70.108701,37.767903,70.111903,54.950925,70.179127,39696.46847,75.962564,68.647903
1510561077,69.559168,32.645509,69.613588,58.556392,69.60932,39235.59641,75.962564,68.647903
1510561378,69.475938,18.076185,69.491944,82.373487,69.47167,39054.0742,75.962564,68.647903
1510561677,69.665874,69.355545,69.666941,31.450078,69.666941,38413.4787,75.962564,68.647903
1510561977,69.557034,47.372361,69.563436,74.559469,69.557034,38226.66611,75.962564,68.647903
1510562277,69.657337,19.910077,69.658404,37.739772,69.658404,38012.64177,75.962564,68.647903
1510562577,69.664807,34.698314,69.672276,66.630462,69.759774,37916.65694,75.962564,68.647903
1510562877,69.386305,18.820125,69.387372,86.559463,69.302008,37841.61764,75.962564,68.647903
1510563178,69.876083,63.695128,69.877151,34.971709,69.877151,37841.29237,75.962564,68.647903
1510563480,69.824865,22.669491,69.838737,74.447465,69.838737,37723.90179,75.962564,68.647903
1510563777,69.659471,19.232183,69.66374,76.718933,69.659471,37639.90224,75.962564,68.647903
1510564078,69.659471,18.490351,69.673343,70.826617,69.650935,37561.37208,75.962564,68.647903
1510564377,69.733098,14.501022,69.734165,81.631748,69.734165,37444.43235,75.962564,68.647903
1510564679,69.495145,34.859594,69.496212,67.005853,69.496212,37467.88101,75.962564,68.647903
1510564977,69.113139,71.543199,69.114206,33.538075,69.113139,37920.69834,75.962564,68.647903
1510565277,69.367098,44.328351,69.373501,93.183202,69.370299,38143.24484,75.962564,68.647903
1510565577,69.224113,52.169609,69.22518,25.343165,69.22518,38128.39319,75.962564,68.647903
1510565877,69.176096,43.728845,69.177163,39.193979,69.176096,38134.41887,75.962564,68.647903
1510566177,68.916801,56.010147,68.917868,70.063174,68.916801,38275.7556,75.962564,68.647903
1510566478,69.185699,43.479064,69.186766,85.739578,69.185699,38468.46526,75.962564,68.647903
1510566777,68.964819,24.061845,68.965886,82.245771,68.964819,38413.4304,75.962564,68.647903
1510567078,69.119542,47.30783,69.143017,57.644955,69.121676,38476.62585,75.962564,68.647903
1510567377,69.372434,35.701981,69.373501,81.193114,69.373501,38356.66496,75.962564,68.647903
1510567677,69.510084,82.701634,69.511151,17.963878,69.510084,38350.92616,75.962564,68.647903
1510567977,69.462066,44.106236,69.463133,25.510914,69.462066,38355.96347,75.962564,68.647903
1510568278,69.488743,22.262385,69.490877,45.009851,69.488743,38111.58131,75.962564,68.647903
1510568577,69.327617,40.961237,69.339355,28.598501,69.316947,37961.78751,75.962564,68.647903
1510568877,69.115273,55.748387,69.122743,28.701313,69.124877,37921.27015,75.962564,68.647903
1510569177,69.085396,63.139661,69.089664,16.501761,69.085396,37931.4038,75.962564,68.647903
1510569477,69.514352,44.452463,69.516486,16.196361,69.516486,37867.19302,75.962564,68.647903
1510569778,70.281564,37.021349,70.282631,26.583073,70.300771,38286.34064,75.962564,68.647903
1510570077,69.93157,62.743083,69.932637,58.517927,69.93157,37747.61631,75.962564,68.647903
1510570377,69.958247,78.266968,69.959314,24.916661,69.959314,37682.23429,75.962564,68.647903
1510570677,70.089494,36.162013,70.090561,73.968241,70.090561,37518.32986,75.962564,68.647903
1510570977,69.951844,49.890255,69.952911,65.900106,69.950777,37445.09944,75.962564,68.647903
1510571278,69.88462,27.665807,69.885687,84.741874,69.876083,37435.45244,75.962564,68.647903
1510571577,69.80139,41.271741,69.823798,56.053983,69.835535,37435.06346,75.962564,68.647903
1510571878,70.039343,31.491293,70.04041,49.298342,70.039343,37430.98756,75.962564,68.647903
1510572177,69.974253,20.958702,69.97532,97.779782,70.005197,37466.4225,75.962564,68.647903
1510572477,69.981722,21.835043,69.982789,94.716953,69.982789,37454.82375,75.962564,68.647903
1510572779,70.253821,28.116286,70.254888,96.238887,70.249553,37333.68035,75.962564,68.647903
1510573077,70.118305,25.524377,70.119372,90.03746,70.117238,37320.85925,75.962564,68.647903
1510573377,70.089494,22.759343,70.090561,89.015753,70.090561,37177.1702,75.962564,68.647903
1510573678,70.515249,43.113268,70.516316,58.922358,70.485372,37358.69218,75.962564,68.647903
1510573977,70.652899,70.828958,70.653966,78.749804,70.653966,37512.9057,75.962564,68.647903
1510574277,70.729727,64.6772,70.730794,46.950173,70.730794,37700.47904,75.962564,68.647903
1510574578,70.682777,18.879662,70.683844,79.229161,70.682777,37680.54475,75.962564,68.647903
1510574877,70.459762,17.885094,70.472567,38.827813,70.458695,37739.83223,75.962564,68.647903
1510575178,70.566468,14.313225,70.567535,99.661024,70.566468,37756.98899,75.962564,68.647903
1510575478,70.647564,17.174203,70.649698,45.337924,70.641162,37805.22274,75.962564,68.647903
1510575777,70.432019,25.274526,70.433086,59.20189,70.432019,37783.55205,75.962564,68.647903
1510576077,70.646497,24.186653,70.647564,59.751843,70.647564,37781.67055,75.962564,68.647903
1510576377,71.234444,14.940376,71.260054,67.211673,71.261121,37885.23707,75.962564,68.647903
1510576677,71.168287,0,71.197097,0,71.189628,38229.15264,75.962564,68.647903
1510576977,70.997558,38.129896,71.031704,34.424972,70.997558,37430.99814,75.962564,68.647903
1510577277,70.836433,48.778504,70.8375,66.815337,70.8375,36295.34016,75.585894,68.647903
